,Response,Ai-generated
1103,us seeks new bn smoker rulingthe us justice department is to try to overturn a court ruling that threw out its claim for bn â£bn in damages from tobacco firmsearlier this month a threejudge appeal court panel rejected the claim  filed in  by the administration of bill clinton  in a  decision government lawyers said they would ask the full us court of appeals for the district of columbia to hear the case the court room battle is seen as key in government attempts to fight smoking its pretty clear that theyve suffered a severe setback said anthony sebok a professor at brooklyn law school adding that the appeal was what the government would be expected to ask forprosecutors had argued that tobacco firms lied about the dangers of smoking ignored research that highlighted problems looked to increase addiction by manipulating nicotine levels and targeted the young with their adverts among the firms accused were altria group rj reynolds tobacco lorillard tobacco liggett group and brown and williamson prosecutors went after the companies using legislation put in place to fight organised crime and accused the firms of conspiring and running racketeer influenced and corrupt organisations the tobacco companies denied the charges saying that they never illegally conspired to promote smoking and fool the public they also said that they have met many of the governments demands laid out in a landmark bn settlement hammered out in  with  states a threejudge panel agreed with the companies finding that the case could not be brought under federal antiracketeering lawscentral to the governments case was a meeting in the plaza hotel new york on  december  prosecutors contend that executives from the major tobacco firms met and agreed to present a unified strategy denying the harmful effects of smoking despite denying for decades that smoking could be linked to illness the companies have modified their stances in recent years altrias philip morris now accepts that nicotine is harmful and the companys main lawyer william ohlemeyer told the bbc last year that earlier statements may have been wrong but they were not dishonest government lawyers have until  march to file their appeal,0
1104,budget aston takes on porschebritish car maker aston martin has gone headtohead with porsches  sports cars with the launch of its cheapest model yetwith a price tag under â£ the v vantage is tens of thousands of pounds cheaper than existing aston models the vantage is the most important car in the history of our company said astons chief executive ulrich bez aston  whose cars were famously used by james bond  will unveil the vantage at the geneva motor show on thursday mr bez  himself a former executive at rival porsche  said the new car was the companys most affordable car ever and makes the brand accessible this in turn would make aston martin globally visible but still very very exclusive he addedfirst shown as a concept car at the  north american international auto show in detroit the v vantage will be available in the uk in late summer development costs for the vantage have been kept low by sharing a platform with astons db which mr bez described as the previous most important car for our company there is currently an  months waiting list for the db mr bez said the vantage will be built at the new aston factory in gaydon near warwick and should more than double astons total output from about  presently,0
1105,golden rule intact says exaidechancellor gordon brown will meet his golden economic rule with a margin to spare according to his former chief economic adviserformerly one of mr browns closest treasury aides ed balls hinted at a budget giveaway on  march he said he hoped more would be done to build on current tax credit rules any rate rise ahead of an expected may election would not affect the labour partys chances of winning he added last july mr balls won the right to step down from his treasury position and run for parliament defending the labour stronghold of normanton in west yorkshiremr balls rejected the allegation that mr brown had been sidelined in the election campaign saying he was playing a different role to the one he played in the last two elections he rejected speculation that mr brown was considering becoming foreign secretary saying his recent travels had been linked to efforts to boost international development gordon browns decision to announce the date of the budget while on a trip to china was a sensible thing to do since he was talking about skills and investment at the time mr balls told the bbc commenting on speculation of an interest rate rise he said it was not within the remit of the bank of englands monetary policy committee mpc to factor a potential election into its rate decisions expectations of a rate rise have gathered pace after figures showed that house prices are still rising consumer borrowing rose at a nearrecord pace in january i dont believe it would be a big election issue in britain or a problem for labour mr balls said prime minister tony blair has yet to name the date of the election but most pundits are betting on  may as the likely day,0
1106,liberian economy starts to growthe liberian economy started to grow in  but sustained and deep reform efforts are needed to ensure long term growth the international monetary fund imf has saidan imf mission made the comments in a report published following  days of talks with the transition government the imf said that according to data provided by the liberians the countrys gdp rose by  in  after a  decline in  liberia is recovering from a year civil war that came to an end in  the powersharing national transition government of liberia will remain in place until elections on  october the first presidential and parliamentary ballots since the conflict endedthe imf said liberias economy started to grow last year thanks to a continued strong recovery in rubber production domestic manufacturing and local services including postconflict reconstruction the imf however remains cautious about what it sees as a lack of transparency in government actions in particular it pointed to mystery surrounding the sale of iron ore stockpiles and the alleged disappearance of some import and export permits these matters are now being investigated by the liberian authorities and the imf has called for their findings to be made public the imf also said it was crucial that the central bank of liberia be strengthened the national budget be effectively managed and a sound economic basis built to allow the countrys large external debt to be addressed the imf team stands ready to assist the liberian authorities in strengthening the areas mentioned said the report the team agreed with the liberian authorities that the period until elections and the inauguration of a new government will pose exceptional challenges to fiscal management and expresses its willingness to providecontinued support,0
1107,slowdown hits us factory growthus industrial production increased for the st month in a row in february but at a slower pace than in january official figures showthe institute for supply management ism index fell to  in february from an adjusted  in january although the index was lower than in january the fact that it held above  shows continued growth in the sector february was another good month in the manufacturing sector said ism survey chairman norbert orewhile the overall rate of growth is slowing the overall picture is improving as price increases and shortages are becoming less of a problem exports and imports remain strong he said analysts had expected februarys figure to be stronger than januarys and come in at  of the  manufacturing sectors surveyed by ism  reported growth they included the textiles apparel tobacco chemicals and transportation sectors the isms index of national manufacturing activity is compiled from the responses of purchasing executives at more than  industrial companies,0
1108,lufthansa flies back to profitgerman airline lufthansa has returned to profit in  after posting huge losses in in a preliminary report the airline announced net profits of m euros m â£m compared with a loss of m euros in  operating profits were at m euros ten times more than in  lufthansa was hit in  by tough competition and a dip in demand following the iraq war and the killer sars virus it was also hit by troubles at its us catering business last year lufthansa showed signs of recovery even as some european and us airlines were teetering on the brink of bankruptcy the board of lufthansa has recommended paying a  dividend of  euros per share in  shareholders did not get a dividend the company said that it will give all the details of its  results on  march,0
1109,japanese growth grinds to a haltgrowth in japan evaporated in the three months to september sparking renewed concern about an economy not long out of a decadelong troughoutput in the period grew just  an annual rate of  exports  the usual engine of recovery  faltered while domestic demand stayed subdued and corporate investment also fell short the growth falls well short of expectations but does mark a sixth straight quarter of expansionthe economy had stagnated throughout the s experiencing only brief spurts of expansion amid long periods in the doldrums one result was deflation  prices falling rather than rising  which made japanese shoppers cautious and kept them from spendingthe effect was to leave the economy more dependent than ever on exports for its recent recovery but high oil prices have knocked  off the growth rate while the falling dollar means products shipped to the us are becoming relatively more expensivethe performance for the third quarter marks a sharp downturn from earlier in the year the first quarter showed annual growth of  with the second showing  and economists had been predicting as much as  this time around exports slowed while capital spending became weaker said hiromichi shirakawa chief economist at ubs securities in tokyo personal consumption looks good but it was mainly due to temporary factors such as the olympics the amber light is flashing the government may now find it more difficult to raise taxes a policy it will have to implement when the economy picks up to help deal with japans massive public debt,0
1110,unilever shake up as profit slipsanglodutch consumer goods giant unilever is to merge its two management boards after reporting unsatisfactory earnings for it blamed the poor results on sluggish decision making a rise in discounted retailers and a wet european summer the company also cited difficult trading conditions and a lack of demand for goods such as its slimfast range unilever which owns brands including dove soap said annual pretax profit fell  to bn euros â£bn shares fell  to  pence in london and dropped by  to  euros in amsterdamunder the restructuring plans patrick cescau the ukbased cochairman will become group chief executive dutch cochairman antony burgmans will take on the role of nonexecutive chairmanwe have recognised the need for greater clarity of leadership and we are moving to a simpler leadership structure that will provide a sharper operational focus mr burgmans said we are leaving behind one of the key features of unilevers governance but this is a natural development following the changes introduced last year the company which has had dual headquarters in rotterdam and london since  will announce the location of its head office at a later date unilever is not alone in trying to simplify its business oil giant shell last year dismantled its dualownership structure after a series of problems relating to the size of its oil reserves that hammered its share price and led to the resignation of key board members the best part of the news this morning was that the company announced a structure simplification said arjan sweere an analyst at petercamthe company said the organizational changes would speed decision making and it also may make further changesthe company said its main focus will be on improving profits and it is planning to accelerate and increase investment in its  main brands while it is certainly the case that markets have been tougher in the past eighteen months than we had expected we have also lost some market share said mr cescau we let a range of targets limit our ability flexibility and did not adjust our plans quickly enough to a more difficult business environment our objective is to reverse the share loss that we experienced in some markets in  and return to growthunilever said european sales fell  last year dragged down by below part sales at its beverage division where revenues dipped by almost sales of ice cream and frozen food dipped by  in the us last year revenue grew by  despite disappointing sales in slimfast the company said in asia leading products came under attack from rivals such as procter  gamble unilever took a bn euro onetime charge in the fourth quarter including a m euro writedown on slimfast diet foods sales of slimfast products have been hit in recent years by the popularity of the atkins diet but looking ahead unilever said it was optimistic about prospects for its slimming products saying that demand is on the wane for rival lowcarbohydrate diets the company also said it planned to spend m euros this year buying back shares,0
1111,france telecom gets orange booststrong growth in subscriptions to mobile phone network orange has helped boost profits at owner france telecomorange added more than five million new customers in  leading to a  increase in its revenues increased takeup of broadband telecoms services also boosted france telecoms profits which showed a  rise to bn euros bn â£bn france telecom is to spend m euros on buying out minority shareholders in data services provider equantfrance telecom one of the worlds largest telecoms and internet service providers saw its fullyear sales rise  to bn euros in orange enjoyed strong growth outside france and the united kingdom  its core markets  swelling its subscriber base to  million france telecoms broadband customers also increased rising to  million across europe by the end of the year the firm said it had met its main strategic objectives of growing its individual businesses and further reducing its large debt an illfated expansion drive in the late s saw france telecoms debt soar to bn euros by  however this has now been reduced to bn euros our results for  allow us to improve our financial structure while focusing on the innovation that drives our strategy said chief executive thierry bretonlooking ahead the company forecast likeforlike sales growth of between  and  over the next three years france telecom is consolidating its interest in equant which provides telecoms and data services to businesses subject to approval by shareholders of the two firms it will buy the shares in equant it does not already own france telecom said it would fund the deal by selling an  stake in telephone directory company pagesjaunes,0
1112,brussels raps mobile call chargesthe european commission has written to the mobile phone operators vodafone and tmobile to challenge the high rates they charge for international roamingin letters sent to the two companies the commission alleged the firms were abusing their dominant market position in the german mobile phone market it is the second time vodafone has come under the commissions scrutiny the uk operator is already appealing against allegations that its uk roaming rates are unfair and excessive vodafones response to the commissions letter was defiant we believe the roaming market is competitive and we expect to resist the charges said a vodafone spokesman however we will need time to examine the statement of objections in detail before we formally respondthe commissions investigation into vodafone and deutsche telekoms tmobile centres on the tariffs the two companies charge foreign mobile operators to access their networks when subscribers of those foreign operators use their mobile phones in germanythe commission believes these wholesale prices are too high and that the excess is passed on to consumers the commission aims to ensure that european consumers are not overcharged when they use their mobile phones on their travels around the european union the commission said in a statement vodafone and o britains other big mobile phone operator were sent similar statements of objections by the commission in july last year vodafone sent the commission a response to those allegations in december last year and is now waiting for a reply the vodafone spokesman said a similar process would be set in motion with these latest statement of objections about its operations in germanythe companies will have three months to respond to the commissions allegations and the process may go on for some time yet the spokesman said the commission could charge the companies up to  of their annual turnover though in practice that sort of figure is rarely demanded the commissions latest move comes just a few months after national telecoms regulators across europe launched a joint investigation which could lead to people being charged less for using their mobile phone when travelling abroad the investigation involves regulators assessing whether there is effective competition in the roaming market,0
1113,worldcom director admits lyingthe former chief financial officer at us telecoms firm worldcom has admitted before a new york court that he used to lie to fellow board membersspeaking at the trial of his former boss bernard ebbers scott sullivan said he lied to the board to cover up the hole in worldcoms finances mr ebbers is on trial for fraud and conspiracy in relation to worldcoms collapse in  he pleads not guilty the firm had been overstating its accounts by bn â£bn mr sullivan  has already pleaded guilty to fraud and will be sentenced following mr ebbers trial where he is appearing as a prosecution witness mr ebbers  has always insisted that he was unaware of any hidden shortfalls in worldcoms financesin the new york court on wednesday mr ebbers lawyer reid weingarten asked mr sullivan if you believe something is in your interest you are willing and able to lie to accomplish it isnt that righton that date yes i was lying replied mr sullivan mr weingarten has suggested that mr sullivan is implicating mr ebbers only to win a lighter sentence something mr sullivan denies mr sullivan also rejects a suggestion that he had once told fellow worldcom board member bert roberts that mr ebbers was unaware of the accounting fraud at worldcom the trial of mr ebbers is now into its third weekunder  hours of questioning from a federal prosecutor mr sullivan has previously told the court that he repeatedly warned mr ebbers that falsifying the books would be the only way to meet wall street revenue and earnings expectations mr sullivan claims that mr ebbers refused to stop the fraud mr ebbers could face a sentence of  years if convicted of all the charges he is facing worldcoms problems appear to have begun with the collapse of the dotcom boom which cut its business from internet companies prosecutors allege that the companys top executives responded by orchestrating massive fraud over a twoyear period worldcom emerged from bankruptcy protection in  and is now known as mci,0
1114,glaxo aims high after profit fallglaxosmithkline saw its profits fall  last year to â£bn bn but europes biggest drugmaker says a recovery during  is on the waycheap copies of its drugs particularly antidepressants paxil and wellbutrin and a weak dollar had hit profits but global sales were up  in  the firm is confident its new drug pipeline will deliver profits despite the failure of an obesity drug chief executive jeanpierre garnier said it had been a difficult yearin early afternoon trade in london the company share price was down  at  pence mr garnier said the company had absorbed over â£bn of lost sales to generics but still managing to grow the business the continuing success of our key products means we can now look forward to a good performance in  he said  will also be an important year in terms of research and development pipeline progress however the firm discontinued development of an experimental treatment for obesity known as  after disappointing clinical trial results glaxo is relying on new treatments for conditions such as cancer diabetes depression hivaids and allergies to lift the pace of sales growth after several disappointing years,0
1115,japan bank shares up on link talkshares of sumitomo mitsui financial smfg and daiwa securities jumped amid speculation that two of japans biggest financial companies will mergefinancial newspaper nihon keizai shimbun claimed that the firms will join up next year and already have held discussions with japanese regulators the firms denied that they are about to link up but said they are examining ways of working more closely together smfg shares climbed by  to  and daiwa added  to  yencombining smfg japans thirdbiggest lender and daiwa the countrys secondlargest brokerage firm would create a company with assets of more than bn â£bn smfg president yoshifumi nishikawa said that the companies needed to bolster their businesses both companies need to strengthen retail and other operations he said adding that its an issue we have in common daiwa said that although it is true that the two groups have been engaging in various discussions to enhance cooperation there are no plans to enter into negotiations to consolidate the two businesses analysts said that consolidation in japans financial sector was likely to continue and that it was likely to have a positive impact on earnings crossselling opportunities between banks and brokers are increasing thanks to deregulation so we can expect the relationship to get even stronger said heronry nozaki an analyst at nikkocitigroup the merger would be a good move he added,0
1116,car giant hit by mercedes slumpa slump in profitability at luxury car maker mercedes has prompted a big drop in profits at parent daimlerchryslerthe germanus carmaker saw fourth quarter operating profits fall to m euros bn from bn euros in  mercedesbenzs woes  its profits slid to just m euros  obscured a strong performance from the chrysler group whose returns met market expectations mercedes faces fierce competition in the luxury car sector from bmw and but hopes to revive its fortunes by mercedes profits over the period compared unfavourably with s m euro figure and were well below analyst expectations of m euros for the year as a whole its operating profits fell  to bn euros sales of mercedes brands fell  as demand cooled while revenues were affected by the weakness of the us dollarthe carmaker blamed the fall in profits on high launch costs for new models and losses from its mercedes smart minicar range mercedes is hoping to increase productivity by bn euros having negotiated m euros in annual savings with german workers last year the firm said it was determined to retain mercedes position as the worlds most successful luxury brand however daimlerchryslers shares fell  on the news while all these divisions are doing well the big worries continue to surround mercedesbenz michael rabb an analyst with bank sal oppenheim told reutersin contrast chrysler enjoyed a  annual increase in unit sales while revenues  calculated in us dollars  rose  the us division  whose marques include dodge and jeep  transformed a full year operating loss of m euros in  into a bn euros profit last yearoverall daimlerchrysler saw worldwide vehicle sales rise  to  million in  while total revenues added  to bn euros chryslers strong performance helped the worlds fifth largest carmaker boost net income by m euros to bn eurosthe year  shows that our strategy works well  even in such a challenging competitive environment said jurgen schrempp daimlerchryslers chairman daimlerchrysler took a m euro hit in costs stemming from a defects scandal at its joint venture japanese subsidiary fuso daimlerchrysler last week agreed a compensation package with partner mitsubishi motors which will see it buy out its stake in fuso looking forward daimerchryslers profits are expected to be slightly higher in  however it is expecting significant improvements in profitability in  as a result of a major investment in the mercedes product range,0
1117,ericsson sees earnings improvetelecoms equipment supplier ericsson has posted a rise in fourth quarter profits thanks to clients like deutsche telekom upgrade their networksoperating profit in the three months to  december was bn kronor â£m bn against bn kronor last year shares tumbled however as the company reported a profit margin of  less than the  forecast by analysts and down from  in the third quarter ericsson shares dropped  to  kronor in early trading on thursday however the company remained optimistic about its earnings outlook after sales in the fourth quarter rose  to bn kronor longterm growth drivers of the industry remain solid ericsson said in a statementchief executive carlhenric svanberg explained that about  of the worlds population now has access to mobile communications this is exciting for a company with a vision of an allcommunicating world he added mr svanberg however warned that the extra demand that had driven  sales had already dissipated and it was business as usual he added that sales in the first three months of  would be subject to normal seasonality for the whole of  ericsson returned a net profit of bn kronor compared with a loss of bn kronor in  sales climbed to  billion kronor from bn kronor in ,0
1118,bank opts to leave rates on holdthe bank of england has left interest rates on hold at  for a sixth month in a rowthe banks monetary policy committee mpc decided to take no action amid mixed signals from the economy but some economists predict a further rise in the cost of borrowing will come later this year interest rates rose five times between november  and august  as soaring house prices and buoyant consumer data sparked inflation fears bank of england governor mervyn king has recently warned against placing too much weight on one months economic data suggesting the mpc is waiting for a clearer picture to emerge economists see next weeks inflation report from the mpc as key in assessing whether a further interest rate rise is necessary to keep the economy in checkslower consumer spending and a quieter housing market are likely to have convinced the mpc that rates should be left unchanged in recent months inflation however has been rising faster than expected hitting an annual rate of  in december  its highest level in six months data on wednesday also showed manufacturing output rose at its fastest rate since may last month reinforcing a view that economic growth was stronger than forecastsand recent house surveys from the halifax and nationwide have indicated prices are still rising albeit at a slower pace than in recent years philip shaw chief economist at investec securities said he believed rates would remain at  for the rest of the year although strong economic data could lead to a further hike the economic landscape has changed quite considerably over the last couple of months  he said growth appears stronger and the mpc may become more concerned about inflation trends howard archer economist at global insight said the mpc may well consider that the balance of risks to the growth and inflation outlook have moved from the downside to the upsidebusiness groups welcomed the mpcs widelyexpected move to leave rates on hold and cautioned against further rises the british chambers of commerce bcc said it was concerned by the clamour in some quarters for early interest rate increases we believe that these demands should be firmly resisted said david frost bcc director general manufacturing still faces extremely serious problems and is performing poorly in spite of the recent revised figures ian mccafferty chief economist at the cbi said the mpc faced an interesting challenge consumers appear to have pulled in their horns over the holiday period and exporters are struggling with the strength of sterling he said however the broader economy continues to show healthy growth and the tight labour market and buoyant commodity prices are nudging inflation higher,0
1119,nigeria to boost cocoa productionthe government of nigeria is hoping to triple cocoa production over the next three years with the launch of an ambitious development programmeagriculture minister adamu bello said the scheme aimed to boost production from an expected  tonnes this year to  tonnes by  the government will pump m naira m â£ into subsidies for farming chemicals and seedlings nigeria is currently the worlds fourthlargest cocoa producercocoa was the main export product in nigeria during the s but with the coming of oil the government began to pay less attention to the cocoa sector and production began to fall from a peak of about  tonnes a year in  at the launch of the programme in the southwestern city of ibadan mr bello explained that an additional aim of the project is to encourage the processing of cocoa in the country and lift local consumption he also announced that m naira of the funding available had been earmarked for establishing cocoa plant nurseries the country could be looking to emulate rival ghana which produced a bumper crop last year however some farmers are sceptical about the proposals people who are not farming will hijack the subsidy said joshua osagie a cocoa farmer from edo state told reuters the farmers in the village never see any assistance he addedat the same time as nigeria announced its new initiative ghana  the worlds second largest cocoa exporter  announced revenues from the industry had broken new records the country saw more than bnworth of the beans exported during  analysts said high techproduction techniques and crop spraying introduced by the government led to the huge crop pushing production closer to levels seen in the s when the country was the worlds leading cocoa grower,0
1120,us interest rates increased to us interest rates are to rise for the fourth time in five months in a widely anticipated movethe federal reserve has raised its key federal funds rate by a quarter percentage point to  in light of mounting evidence that the us economy is regaining steam us companies created twice as many jobs as expected in october while exports hit record levels in september analysts said a clearcut victory for president bush in last weeks election paved the way for a rise another rise could be in store for december some economists warnedthe feds open market committee  which sets interest rate policy in the us  voted unanimously in favour of a quarter point rise the fed has been gradually easing rates up since the summer with quarter percentage point rises in june august and septemberthe central bank has been acting to restrain inflationary pressures while being careful not to obstruct economic growth the fed did not rule out raising rates once again in december but noted that any future increases would take place at a measured pace in a statement the fed said that longterm inflation pressures remained well contained while the us economy appeared to be growing at a moderate pace despite the rise in energy prices financial analysts broadly welcomed the feds move and shares traded largely flat the dow jones industrial average closed down  points or  at recent evidence has pointed to an upturn in the us economy us firms created  jobs last month twice the amount expected while exports reached record levels in september the economy grew  in the third quarter slower than forecast but an improvement on the  growth seen in the second quarter analysts claimed the feds assessment of future economic growth was a positive one but stressed that the jury was still out on the prospect of a further rise in decemberlets wait until we see how growth and employment bear up under the fourth quarters energy price drag before concluding that the fed has more work to do in  said avery shenfeld senior economist at cibc world marketsi think the federal reserve does not want to rock the boat and is using a gradual approach in raising the interest rate said sung won sohn chief us economist for wells fargo bank the economy is doing a bit better right now but there are still some concerns about geopolitics employment and the price of oil he added the further rise in us rates is unlikely to have a direct bearing on uk monetary policy the bank of england boe has kept interest rates on hold at  for the past three months leading some commentators to argue that rates may have peaked in a report published on wednesday the bank said that with rates at their current level inflation would rise to its  target within two years however boe governor mervyn king warned only last month that the era of consistently low inflation and low unemployment may be coming to an end,0
1121,us bank in m sec settlementfive bank of america subsidiaries have agreed to pay a total of m â£m to settle an investigation into fraudulent trading share practicesthe us securities and exchange commission announced the settlements the latest in an industrywide cleanup of us mutual funds the sec also said it had brought fraud charges against two exsenior executives of columbia distributor columbia distributor was part of fleetboston bought by boa last year three other excolumbia executives agreed settlements with the secthe sec has set itself the task of stamping out the mutual funds use of markettiming a form of quickfire shortterm share trading that harms the interests of small investors with whom mutual funds are particularly popular in the last two years it has imposed penalties totalling nearly bn on  funds the sec unveiled two separate settlements one covering boas direct subsidiaries and another for businesses that were part of fleetboston at the time in both cases it said there had been secret deals to engage in market timing in mutual fund shares the sec agreed a deal totalling m with banc of america capital management bacap distributors and banc of america securities it was made up of m to pay back gains from market timing and m in penalties it is to be paid to the damaged funds and their shareholders separately the sec said it had reached a m deal  equally split between penalties and compensation  in its probe into columbia management advisors cam and columbia funds distributor cfd and three excolumbia executives these businesses became part of boa when it snapped up rival bank fleetboston in a bn merger last marchthe sec filed civil fraud charges in a boston federal court against james tambone who it says headed cfds sales operations and his alleged second in command robert hussey the sec is pressing for the highest tier of financial penalties against the pair for multiple violations repayment of any personal gains and an injunction to prevent future breaches a spokeswoman for the secs boston office told the bbc there was no immediate comment from the mens lawyers the secs settlement with cam and cfd included agreements with three other exmanagers peter martin erik gustafson and joseph palombo who paid personal financial penalties of between ,0
1122,train strike grips buenos airesa strike on the buenos aires underground has caused traffic chaos and large queues at bus stops in the argentine capitaltube workers walked out last week demanding a  pay rise and in protest against the installation of automatic ticket machines metrovias the private firm which runs the five tube lines in the city has offered an  increase in wages the firm promised no jobs would be lost as a result of new ticket machines it said it would put this commitment on paperunderground staff have warned they will continue with the protests until the management put an acceptable offer on the table the argentine work ministry has been mediating in the conflict and it could call an obligatory conciliation which would force both sides to find a solution and put an end to the conflict some tube commuters have not hidden their frustration at the ongoing strike and have broken the windows of the underground trains according to the local press we are taken as hostages i dont know who is right but the harm ones are us said accountant jose lopez,0
1123,bargain calls widen softbank lossjapanese communications firm softbank has widened losses after heavy spending on a new cutrate phone servicethe service launched in december and dubbed otoku or bargain has had almost  orders softbank said the firm a market leader in highspeed internet had an operating loss for the three months to december of bn yen m â£m but without the otoku marketing spend it would have made a profit  and expects to move into the black in  the firm did not give a figure for the extent of profits it expected to make next year it was born in the s tech boom investing widely and becoming a fastrising star till the end of the tech bubble hit it hard its recent return to a high profile came with the purchase of japan telecom the countrys thirdbiggest fixedline telecoms firm the acquisition spurred its broadband internet division to pole position in the japanese market with more than  million subscribers at the end of december,0
1124,wmc profits up amid bid criticismaustralian mining firm wmc resources has seen a fivefold rise in profits while continuing to be the target of a hostile takeover bidwmc said it made net profits of bn australian dollars bn â£m in  up from abn the year before it is currently arguing against an offer from swiss xstrata which the firm raised to abn last week after wmc said it was an undervaluation now reports say that the australian government is against the dealtrade minister mark vaile has said that the bid may be against the national interest mr vaile who was quoted in the australian financial review compared xstratas attempt to take over wmc to a similar bid by oil giant shell for australias woodside petroleum in  the bid was thrown out by treasurer peter costello on national interest grounds wmcs interests in uranium deposits were a contributing factor mr vaile said wmc itself however has no objection in principle to being bought out having spun off its aluminium operations in  to make itself a more tempting target  as long as the price is right its stellar performance in  has been built on skyhigh prices for metals copper and nickel in particular have been in high demand thanks to chinas booming economy which expanded more than  in each of the past two years nickel prices rose  during the year with copper up ,0
1125,barclays profits hit record levelbarclays the uks thirdbiggest bank has seen annual pretax profits climb to record levels boosted by a sharp rise in business at its investment armprofits for the year to  december rose  to â£bn bn barclays chief john varley said the bank had caught the winds of a very strong world economy earnings at barclays capital investment bank rose  to â£bn but investment in branch operations held back growth in its uk retail businessthe group is the first of britains five big banks to report  results according to analysts forecasts hsbc the biggest uk bank by stock market valuation will report profits of â£bn later this monthbarclays results were in line with market expectations its global investors wing made â£m an  jump on  figures profits at barclaycard rose by  to â£m but were said to have been affected by a series of interest rate rises and investment to grow its customer base the bank also blamed margins pressure on its mortgage business and spending on its branches over the past year for a  fall in profits in its uk retail division to â£bnthe outlook for  is good as a result of balance sheet growth and investments made in  mr varley said barclays cautioned that growth this year may be slower than in  on the back of softer us and chinese economies and the impact of interest rate rises on household spending in the uk it added its bid to acquire a controlling stake in south africas leading retail bank absa was being considered by regulatory authorities speaking on bbc radio  mr varley declined to be drawn on reports that barclays had held merger talks with us bank wells fargo a tieup between barclays and californiabased wells fargo would create the worlds fourth biggest bank valued at bn at  gmt shares in barclays were trading down  at  pence the headline numbers are in line but the story is costs said analyst alex potter at lehman brothers they are a bit more aggressive than we had expected the cost overshoot is not in barclays capital but in the uk bank,0
1126,yukos owner sues russia for bnthe majority owner of embattled russian oil firm yukos has sued the russian government for bn â£bnthe kremlin last year seized and sold yukos main production arm yugansk to staterun oil group rosneft for bn to offset a massive back tax bill group menatep the gibraltarbased holding company which controls  of yukos says this was illegal menatep has already asked rosneft to repay a m loan that yugansk had secured on its assetsthe russian governments argument for selling yuganskneftegaz  the units full name  was that yukos owed more than bn in back taxes for the years from  onwards it accused the firm of using a web of offshore firms to avoid its tax liabilities and the courts sent in bailiffs to freeze yukos accounts and seize yuganskbut critics say the selloff and the assault on yukos finances are part of an attempt to bring the energy industry back under state control according to menatep the governments actions were contrary to the  energy charter treaty which was designed to regulate disagreements over energy investments we have warned the russian government about their continuing attacks against yukos its personnel and its shareholders and we have warned any buyer of yuganskneftegaz that they would face a lifetime of litigation said tim osborne a director of group menatep the time for warning is over and actions to recover the value of our losses begin in earnest todaymenatep said the value of its yukos shareholding had gone from bn to virtually nothing since  as a result of the russian governments action as its shares have fallen  according to its paris lawyer emmanuel gaillard of shearman and sterling the overall claim is based on that figure with a  addition for the share gains that could have accrued since then arbitration of the lawsuit could take place in stockholm or the hague mr gaillard said while russia has signed the charter it has never ratified it  which some experts say could make it difficult for menatep to press its case but mr gaillard told bbc news that the charter came into effect on signature not ratification russia has said in the past that it is bound by it so as to attract foreign investors he saidyukos is still waiting to see what will happen to its filing in a us court for bankruptcy protection it took the action to try to prevent the forced sale of yugansk  first to a littleknown shell company which in turn was bought by rosneft yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky mr khodorkovsky currently facing fraud and tax evasion charges of his own was one of the founders of menatep he has since signed over his shareholding to one of his fellow investors,0
1127,qantas sees profits fly to recordaustralian airline qantas has posted a record fiscal firsthalf profit thanks to costcutting measuresnet profit in the six months ending  december rose  to am m â£m from a year earlier analysts expected a figure closer to am qantas shares fell almost  however after it warned that earnings growth would slow in the second half sales will dip by at least am after the indian ocean tsunami devastated many holiday destinations qantas saidthe tsunami affected travel patterns in ways that we were a bit surprised about chief executive geoff dixon explained it certainly affected japanese travel into australia as soon as the tsunami hit we saw  a lessening with bookings for australia higher fuel costs also are expected to eat into earnings in coming months we dont have as much hedging benefit in the second half as we had in the first said chief financial officer peter gregg qantas is facing increased pressure from rivals such as lowcost carrier virgin blue and the australian government is in talks about whether to allow singapore airlines to fly between the australia and the us  one of qantas key routeseven so the firm is predicting that fullyear earnings will increase from the previous  months analysts have forecast fullyear profit will rise about  to around a million  million qantas boss mr dixon also said he would be reviewing the groups costcutting measures during the first six months of the fiscal year qantas made savings of am and is on track to top its target of am for the full year last month the company warned it may transfer as many as  jobs out australia with mr dixon quoted as saying that the carrier could no longer afford to remain allaustralian,0
